,prd_name,prd_brand,prd_price,prd_capa,prd_ingredients,prd_exp,prd_category
31,그린티 히알루론산 로션,이니스프리,"20,000",-,"정제수, 글리세린, 프로판다이올, 펜타에리스리틸테트라에틸헥사노에이트, 1,2-헥산다이올, 다이아이소스테아릴말레이트, 나이아신아마이드, C14-22알코올, 카보머, 트로메타민, C12-20알킬글루코사이드, 락토바실러스발효용해물, 소듐스테아로일글루타메이트, 소듐메타포스페이트, 부틸렌글라이콜, 에틸헥실글리세린, 녹차추출물, 하이알루로닉애씨드, 판테놀, 알지닌, 아스파틱애씨드, 글루타믹애씨드, 글루코노락톤, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 토코페롤, 소듐아세틸레이티드하이알루로네이트",사용기한 36개월 / 개봉 후 12개월,로션
32,글루타 비타민C 토닝 앰플 23g,아이오페,"55,000",-,"정제수, 아스코빅애씨드, 트로메타민, 다이메티콘, 부틸렌글라이콜, 다이프로필렌글라이콜, 3-O-에틸","개봉 전 24개월, 개봉 후 2개월",세럼
33,나이스웨더 레티놀 기획세트 (레티놀앰플,이니스프리,"53,000",7ml,"정제수, 글리세린, 부틸렌글라이콜, 나이아신아마이드, 다이부틸아디페이트, 카프릴릭/카프릭트라이글리세라이드, 1,2-헥산다이올, 하이드로제네이티드레시틴, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 해바라기씨오일, 콜레스테롤, 알란토인, 돌콩오일, 토코페롤, 토코페릴아세테이트, 소듐메틸스테아로일타우레이트, 프로판다이올, 당근추출물, 에틸헥실글리세린, 아데노신, 아시아티코사이드, 마데카식애씨드, 녹차씨추출물, 아시아틱애씨드, 레티놀(500IU/g), 스테아릴글리시레티네이트, 하이알루로닉애씨드, 만니톨, 세라마이드엔피, 베타-글루칸, 베타-카로틴, 피토스핑고신, 비에이치티, 살리실릭애씨드, 아세틸테트라펩타이드-11",제조일로부터 36개월 / 개봉후 12개월 (상품 발송일 기준으로 사용 기한이 1년 이상 남은 상품만을 판매 합니다),세럼
34,나이아신아마이드 10% + 징크 1%,디오디너리,"12,600",60ml,"정제수, 나이아신아마이드(10%), 펜틸렌글라이콜, 징크피씨에이(징크로서,1%), 다이메틸아이소소바이드, 타마린드씨검, 잔탄검, 아이소세테스-20, 에톡시다이글라이콜, 페녹시에탄올, 클로페네신",개봉 후 12개월(제조연월 별도표기),세럼
35,나이아신아마이드+모과추출물 세럼,마리엔메이,"18,900",30ml,"모과추출물(93%),글리세레스-26,나이아신아마이드(2%),1,2-헥산다이올,알지닌,카보머,에틸헥실글리세린,카프릴릴글라이콜",제조일로 부터 36개월 / 개봉 후 12개월,세럼
36,낫츠 센텔라스카 연고 일랑일랑 15g,낫츠,"20,000",-,-,-,크림
37,내추럴 리페어 세럼,휘게,"14,000",30ml,"홍삼추출물, 글리세린, 프로판다이올, 1,2-헥산다이올, 부틸렌글라이콜, 나이아신아마이드, 정제수, 시메티콘, 판테놀, 겔리듐 카르틸라기네움추출물, 다시마추출물, 톳추출물, 노티드랙추출물, 아스코빅애씨드폴리펩타이드, 락토바실러스발효물, 스페인감초뿌리추출물, 덱스트린, 병풀추출물, 황금추출물, 글라이신, 호장근뿌리추출물, 세린, 글루타믹애씨드, 검은깨추출물, 고삼뿌리추출물, 녹차추출물, 라케모사승마뿌리추출물, 뽕나무껍질추출물, 작약뿌리추출물, 진흙버섯추출물, 참당귀뿌리추출물, 하수오뿌리추출물, 아스파틱애씨드, 류신, 로즈마리잎추출물, 마트리카리아꽃추출물, 모란뿌리추출물, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 발린, 씨대퍼딜추출물, 트레오닌, 프롤린, 아이소류신, 히스티딘, 메티오닌, 시스테인, 셀룰로오스검, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 소듐폴리아크릴로일다이메틸타우레이트, 하이드로제네이티드폴리데센, 에틸헥실글리세린, 아데노신, 트라이데세스-10, 카카오추출물, 다이소듐이디티에이, t-부틸알코올, 카보머, 폴리글루타믹애씨드, 피브이엠/엠에이코폴리머, 베타인",제조일로부터 3년,세럼
38,노스카나인 트러블 세럼 단독,파티온,"38,000",ml,"쑥잎추출물, 정제수, 글리세린, 다이프로필렌글라이콜, 판테놀, 1,2-헥산다이올, 펜틸렌글라이콜, 소듐하이알루로네이트, 병풀추출물, 소듐헤파린, 사과추출물, 다이에톡시에틸석시네이트, 하이드록시에틸우레아, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 트로메타민, 알란토인, 하이드록시아세토페논, 에틸헥실글리세린, 폴리글리세릴-10라우레이트, 석시닉애씨드, 토코페롤, 카프릴릴/카프릴글루코사이드, 하이드로제네이티드레시틴, 세라마이드엔피, 잔탄검","제조일로부터 36개월, 개봉 후 12개월제조일로부터 36개월, 개봉 후 12개월 (2022년 6월 15일 이후 제조된 상품만을 취급)",세럼
39,노스카나인 트러블 클리어 토너,파티온,"23,000",200ml,"정제수, 2,3-부탄다이올, 에톡시다이글라이콜, 글루코노락톤, 1,2-헥산다이올, 글리세린, 메틸프로판다이올, 글리세레스-26, 트로메타민, 카프릴릴글라이콜, 클로렐라 불가리스추출물, 글루코오스, 판테놀, 부틸렌글라이콜, 프룩토올리고사카라이드, 프룩토오스, 옥틸도데세스-16, 트라이소듐에틸렌다이아민다이석시네이트, 에틸헥실글리세린, 소듐파이테이트, 다이프로필렌글라이콜, 알란토인, 하이드록시아세토페논, 폴리글리세릴-10라우레이트, 소듐헤파린, 백미꽃추출물, 접시꽃추출물, 카프릴로일살리실릭애씨드, 쑥잎추출물, 토코페롤, 4-터피네올, 펜틸렌글라이콜, 카프릴릴/카프릴글루코사이드, 하이드로제네이티드레시틴, 세라마이드엔피","제조일로부터 36개월, 개봉 후 12개월 (2023년 1월 27일 이후 제조된 상품만을 취급)",스킨토너
40,노스카나인 트러블 흔적 리페어 크림,파티온,"35,000",3ml,"비타민나무열매추출물, 쑥잎추출물, 글리세린, 다이아이소스테아릴말레이트, 카프릴릭/카프릭트라이글리세라이드, 부틸렌글라이콜, 다이글리세린, 스쿠알란, 나이아신아마이드, 1,2-헥산다이올, 펜틸렌글라이콜, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 트라넥사믹애씨드, 판테놀, 호호바에스터, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 세테아릴올리베이트, 정제수, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 솔비탄올리베이트, 트로메타민, 폴리메틸실세스퀴옥세인, 하이드로제네이티드쌀겨오일, 에틸헥실글리세린, 하이드로제네이티드레시틴, 아데노신, 알란토인, 솔비탄아이소스테아레이트, 하이드록시아세토페논, 소듐파이테이트, 구아검, 아가, 다이포타슘글리시리제이트, 폴리글리세릴-10라우레이트, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 소듐헤파린, 아이비고드열매추출물, 폴리글리세릴-10스테아레이트, 호박가루, 비사보롤, 가지열매추출물, 윈터체리뿌리추출물, 울금뿌리추출물, 홀리바질잎추출물, 잔탄검, 참산호말추출물, 드럼스틱씨오일,토코페롤, 알파-알부틴, 카페인, 페룰릭애씨드, 글루타티온, 인디안구스베리열매추출물, 징크피씨에이, 호동씨오일,포도세포추출물, 당호박추출물, 다이프로필렌글라이콜, 카카두플럼추출물, 케이프알로에잎추출물, 밤부사 불가리스수, 소듐아스코빌포스페이트, 토코페릴아세테이트, 글리세릴아라키도네이트, 글리세릴리놀리네이트, 바이오틴, 레티닐팔미테이트","제조일로부터 36개월, 개봉 후 12개월 (2023년 8월 이후 제조된 상품만을 취급)",크림
41,노스카나인 트러블 흔적앰플,파티온,"20,000",ml,"쑥잎추출물, 메틸프로판다이올, 나이아신아마이드, 폴리글리세린-3, 정제수, 글리세린, 에리스리톨, 판테놀, 부틸렌글라이콜, 글리세레스-26, 트라넥사믹애씨드, 1,2-헥산다이올, 펜틸렌글라이콜, 자일리톨, 알란토인, 클로렐라 불가리스추출물, 다이에톡시에틸석시네이트, 글루코오스, 옥틸도데세스-16, 인도멀구슬나무잎추출물, 하이드록시아세토페논, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 하이드록시에틸우레아, 소듐폴리아크릴레이트, 프룩토올리고사카라이드, 프룩토오스, 징크피씨에이, 폴리글리세릴-10라우레이트, 인도멀구슬나무꽃추출물, 에틸헥실글리세린, 알파-알부틴, 다이포타슘글리시리제이트, 소듐헤파린, 메틸다이아이소프로필프로피온아마이드, 덱스트린, 카카오추출물, 홀리바질잎추출물, 소듐하이알루로네이트, 울금뿌리추출물, 참산호말추출물, 베타-글루칸, 토코페롤, 카페인, 페룰릭애씨드, 글루타티온, 인디안구스베리열매추출물, 호동씨오일, 포도세포추출물, 당호박추출물, 다이프로필렌글라이콜, 하이드로제네이티드레시틴, 폴리글리세릴-10스테아레이트, 카카두플럼추출물, 케이프알로에잎추출물, 밤부사 불가리스수, 소듐아스코빌포스페이트, 토코페릴아세테이트, 글리세릴아라키도네이트, 글리세릴리놀리네이트, 바이오틴, 레티닐팔미테이트","제조일로부터 36개월, 개봉 후 12개월 (2023년 8월 이후 제조된 상품만을 취급)",세럼
42,뉴메로 10 에센스,빌리프,"58,000",125ml,"정제수, 글리세린, 변성알코올, 다이프로필렌글라이콜, 부틸렌글라이콜, 1,2-헥산다이올, 트레할로오스, 바위손추출물, 귀리커넬추출물, 포트마리골드꽃추출물, 개박하추출물, 라즈베리잎추출물, 와일드인디고뿌리추출물, 별꽃추출물, 레이디스맨틀잎추출물, 삼색제비꽃추출물, 다마스크장미꽃추출물, 메도우스위트꽃추출물, 마시멜로뿌리추출물, 베타인, 판테놀, 아이리쉬모스추출물, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 피이지-40하이드로제네이티드캐스터오일, 옥틸도데세스-16, 카보머, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 소듐폴리아크릴레이트, 트로메타민, 트라이소듐이디티에이, 오렌지껍질오일, 라임전초오일, 로즈마리잎오일, 센티드제라늄꽃오일, 리모넨, 시트로넬올, 제라니올, 시트랄, 리날룰","개봉전 제조일로부터 36개월, 유통기한 개봉후 12개월",세럼
43,다이브인 저분자 히알루론산 수딩 크림,토리든,"24,000",20ml,"정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 하이드로제네이티드다이데센, 알란토인, 트레할로오스, 버지니아풍년화추출물, 판테놀, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 2,3-부탄다이올, 세테아릴알코올, C14-22알코올, C12-20알킬글루코사이드, 펜틸렌글라이콜, 솔비탄아이소스테아레이트, 카프릴릭/카프릭트라이글리세라이드, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 가지열매추출물, 홀리바질잎추출물, 울금뿌리추출물, 참산호말추출물, 클레리추출물, 라벤더꽃추출물, 히아신스전초추출물, 마트리카리아꽃추출물, 수레국화꽃추출물, 보리지추출물, 다이소듐이디티에이, 카보머, 트로메타민, 잔탄검, 글루타티온, 말라카이트추출물, 에틸헥실글리세린",제조일로부터 36개월 / 개봉 후 12개월,크림
44,다이브인 저분자 히알루론산 크림,토리든,"21,000",20ml,화장품법에 따라 기재해야 하는 모든 성분,제조일로부터 36개월 개봉 후24개월,크림
45,다이브인 저분자 히알루론산 토너,토리든,"21,000",100ml,"정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 1,2-헥산다이올, 글리세린, 베타인, 알란토인, 판테놀, 쇠비름추출물, 트레할로오스, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드(100ppm), 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 2,3-부탄다이올, 펜틸렌글라이콜, 말라카이트추출물, 다이소듐이디티에이, 에틸헥실글리세린",제조일로부터 3년 / 개봉 후 12개월,스킨토너
46,달빛유자C세럼 기획,한율,"37,000",30ml,"정제수, 부틸렌글라이콜, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드",개봉 전 36개월 개봉 후 12개월,세럼
47,더 나이아신아마이드 15 세럼,코스알엑스,"23,000",20ml,"정제수,펜틸렌글라이콜,나이아신아마이드,부틸렌글라이콜,아세틸글루코사민,1,2-헥산다이올,징크피씨에이,트레할로오스,잔탄검,풀루란,알란토인,에틸헥실글리세린,소듐파이테이트,시트릭애씨드,토코페롤",상품 발송일 기준으로 사용기한이 18개월 이상 남아있는 제품부터 순차적으로 판매 (제조일로부터 36개월 / 개봉 후 12개월 이내 사용 권장),세럼
48,더 리얼 비타 C 20 앰플,블리브유,"32,000",12ml,"정제수, 아스코빅애씨드(200,000ppm), 프로판다이올, 부틸렌글라이콜, 다이프로필렌글라이콜, 사이클로펜타실록세인, 사이클로헥사실록세인, 소듐하이드록사이드, 1,2-헥산다이올, 글루타티온, 페룰릭애씨드, 베타-글루칸, 토코페롤, 판테놀, 소듐아스코빌포스페이트, 베타-카로틴, 나이아신아마이드, 피리독신, 폴릭애씨드, 바이오틴, 사이아노코발아민, 티아민에이치씨엘, 리보플라빈, 리놀레익애씨드, 알파-비사보롤, 로즈힙열매오일, 아데노신, 해바라기씨오일, 글리세린, 솔비톨, 소듐하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 알란토인, 필리핀오렌지껍질추출물, 솔잣나무잎/줄기추출물, 서양송악잎/줄기추출물, 베르가모트오일, 양까막까치밥나무잎추출물, 리씨열매오일, 에틸헥실글리세린, C12-14알케스-12, t-부틸알코올, 하이드로제네이티드레시틴, 폴리글리세릴-10스테아레이트, 수크로오스스테아레이트, 카프릴릭/카프릭트라이글리세라이드, 글리세릴스테아레이트, 소듐스테아로일글루타메이트, 소듐폴리아크릴로일다이메틸타우레이트, 폴리아크릴레이트크로스폴리머-6, 다이메티콘/비닐다이메티콘크로스폴리머, 잔탄검, 다이소듐이디티에이","제조일로부터 24개월, 개봉 후 6개월",세럼
